date,avg_temp_c
2025-08-20,11.933333333333332
2025-08-21,11.225
2025-08-22,7.8625
2025-08-23,8.104166666666666
2025-08-24,14.604166666666666
2025-08-25,15.395833333333334
2025-08-26,13.529166666666667
